,,,,,,,,,,,
1100,Präsidialdirektion (PRD),,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Präsidialdirektion (PRD),,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
x_neueseite_x,,,,,,,,,,,
1100,Präsidialdirektion (PRD),,,,,,,,,,
,,,,,,,,,,,
,Übersicht,,,,,,,,,,
,,,,,,,,,,,
Kosten und,,,Voranschlag,,Voranschlag,Rechnung,,Rechnung,,,
Erlöse,,,2012,,2011,2010,,2009,,,
,Bruttokosten,,"52,452,844.81",,"52,189,010.55","52,147,509.37",,"54,012,946.61",,,
,,,,,,,,,,,
,Erlöse,,"4,509,080.10",,"4,474,219.95","6,971,165.12",,"7,596,154.64",,,
,,,,,,,,,,,
,Nettokosten,,"47,943,764.71",,"47,714,790.60","45,176,344.25",,"46,416,791.97",,,
,,,,,,,,,,,
,Kostendeckungsgrad in %,,8.6%,,8.6%,13.4%,,14.1%,,,
,,,,,,,,,,,
,,,,,,,,,,,
Nummer,Dienststelle,Bruttokosten 2012,,,Erlös 2012,,,Nettokosten,,Nettokosten,Abweichung
,,Fr.,%,,Fr.,%,,2012 / Fr.,,2011 / Fr.,2012/2011 %
100,Direktionsstabsdienste und Gleichstellung,"4,195,531.25",8%,,"298,084.30",7%,,"3,897,446.95",,"4,406,823.04",-12%
,,,,,,,,,,,
110,Abteilung Kulturelles,"35,745,989.71",68%,,"1,071,289.90",24%,,"34,674,699.81",,"33,816,105.25",3%
,,,,,,,,,,,
120,Denkmalpflege,"1,102,182.82",2%,,"405,862.00",9%,,"696,320.82",,"682,876.90",2%
,,,,,,,,,,,
130,Abteilung Stadtentwicklung,"2,272,101.25",4%,,"38,826.20",1%,,"2,233,275.05",,"2,446,884.14",-9%
,,,,,,,,,,,
150,Bauinspektorat,"4,465,715.13",9%,,"2,527,881.80",56%,,"1,937,833.33",,"1,868,310.62",4%
,,,,,,,,,,,
170,Stadtplanungsamt,"4,671,324.65",9%,,"167,135.90",4%,,"4,504,188.75",,"4,493,790.65",0%
,,,,,,,,,,,
,,,,,,,,,,,
Bemerkungen,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
x_neueseite_x,,,,,,,,,,,
1100,Präsidialdirektion (PRD),,,,,,,,,,
,,,,,,,,,,,
,Übersicht - Fortsetzung,,,,,,,,,,
,,,,,,,,,,,
Bemerkungen,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
