,,,,,,,,,,,
1000,Gemeinde und Behörden (GuB),,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Gemeinde und Behörden (GuB),,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
x_neueseite_x,,,,,,,,,,,
1000,Gemeinde und Behörden (GuB),,,,,,,,,,
,,,,,,,,,,,
,Übersicht,,,,,,,,,,
,,,,,,,,,,,
Kosten und,,,Voranschlag,,Voranschlag,Rechnung,,Rechnung,,,
Erlöse,,,2012,,2011,2010,,2009,,,
,Bruttokosten,,"12,129,325.52",,"13,091,133.31","14,368,654.05",,"13,807,729.47",,,
,,,,,,,,,,,
,Erlöse,,"359,984.70",,"761,925.83","1,848,740.05",,"1,469,458.65",,,
,,,,,,,,,,,
,Nettokosten,,"11,769,340.82",,"12,329,207.48","12,519,914.00",,"12,338,270.82",,,
,,,,,,,,,,,
,Kostendeckungsgrad in %,,3.0%,,5.8%,12.9%,,10.6%,,,
,,,,,,,,,,,
,,,,,,,,,,,
Nummer,Dienststelle,Bruttokosten 2012,,,Erlös 2012,,,Nettokosten,,Nettokosten,Abweichung
,,Fr.,%,,Fr.,%,,2012 / Fr.,,2011 / Fr.,2012/2011 %
010,Stadtrat (light),"1,849,886.90",15%,,"7,577.70",2%,,"1,842,309.20",,"1,894,810.00",-3%
,,,,,,,,,,,
020,Ombudsstelle,"393,506.34",3%,,"2,867.70",1%,,"390,638.64",,"388,114.54",1%
,,,,,,,,,,,
