,,,,,,,,,,,
1100,Präsidialdirektion (PRD),,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Präsidialdirektion (PRD),,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
x_neueseite_x,,,,,,,,,,,
1100,Präsidialdirektion (PRD),,,,,,,,,,
,,,,,,,,,,,
,Übersicht,,,,,,,,,,
,,,,,,,,,,,
Kosten und,,,Voranschlag,,Voranschlag,Rechnung,,Rechnung,,,
Erlöse,,,2013,,2012,2011,,2010,,,
,Bruttokosten,,"52,224,805.47",,"52,452,844.81","62,228,951.60",,"52,147,509.37",,,
,,,,,,,,,,,
,Erlöse,,"4,796,065.28",,"4,509,080.10","9,330,333.64",,"6,971,165.12",,,
,,,,,,,,,,,
,Nettokosten,,"47,428,740.19",,"47,943,764.71","52,898,617.96",,"45,176,344.25",,,
,,,,,,,,,,,
,Kostendeckungsgrad in %,,9.2%,,8.6%,15.0%,,13.4%,,,
,,,,,,,,,,,
,,,,,,,,,,,
Nummer,Dienststelle,Bruttokosten 2013,,,Erlös 2013,,,Nettokosten,,Nettokosten,Abweichung
,,Fr.,%,,Fr.,%,,2013 / Fr.,,2012 / Fr.,2013/2012 %
100,Direktionsstabsdienste und Gleichstellung,"3,987,434.13",8%,,"262,572.40",5%,,"3,724,861.73",,"3,897,446.95",-4%
,,,,,,,,,,,
110,Abteilung Kulturelles,"35,586,281.58",68%,,"1,119,164.00",23%,,"34,467,117.58",,"34,674,699.81",-1%
,,,,,,,,,,,
120,Denkmalpflege,"1,138,606.49",2%,,"433,218.80",9%,,"705,387.69",,"696,320.82",1%
,,,,,,,,,,,
130,Abteilung Stadtentwicklung,"2,383,453.40",5%,,"44,099.60",1%,,"2,339,353.80",,"2,233,275.05",5%
,,,,,,,,,,,
150,Bauinspektorat,"4,638,797.81",9%,,"2,764,383.00",58%,,"1,874,414.81",,"1,937,833.33",-3%
,,,,,,,,,,,
170,Stadtplanungsamt,"4,490,232.06",9%,,"172,627.48",4%,,"4,317,604.58",,"4,504,188.75",-4%
,,,,,,,,,,,
,,,,,,,,,,,
Bemerkungen,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
x_neueseite_x,,,,,,,,,,,
1100,Präsidialdirektion (PRD),,,,,,,,,,
,,,,,,,,,,,
,Übersicht - Fortsetzung,,,,,,,,,,
,,,,,,,,,,,
Bemerkungen,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
